Date,Open,High,Low,Close,Volume,feature1,feature2,feature3,feature4,feature5
2013-01-01,385.8484191894531,387.03704833984375,383.6082763671875,384.3397521972656,3415675,0.0,0.0,0.0,0.0,0.0
2013-01-02,385.8484191894531,391.33441162109375,385.1855163574219,387.6542053222656,6720949,0.08575864881277084,0.07778565585613251,0.16377703845500946,0.2848488688468933,0.38782981038093567
2013-01-03,387.9513854980469,394.077392578125,386.1227111816406,393.5059509277344,8633404,0.09086548537015915,0.11290834099054337,0.23391465842723846,0.3064853250980377,0.2558262050151825
2013-01-04,394.03167724609375,395.2660217285156,390.21435546875,394.0088195800781,6653188,0.18474316596984863,0.16483734548091888,0.22683066129684448,0.2410070151090622,0.182581827044487
2013-01-07,395.7689208984375,398.19189453125,389.414306640625,391.6087036132813,7653590,0.1081380695104599,0.11559823155403137,0.21908143162727356,0.28091666102409363,0.2762656807899475
2013-01-08,390.9229431152344,392.2944641113281,387.63134765625,388.8885498046875,6986898,0.05814926326274872,0.09974639117717743,0.25151222944259644,0.3261868953704834,0.2644052505493164
2013-01-09,389.6885986328125,393.094482421875,387.9742431640625,389.8257446289063,8535912,0.1587561070919037,0.16388367116451263,0.26861369609832764,0.24771082401275635,0.1610357165336609
2013-01-10,392.1344299316406,392.68304443359375,387.2199096679688,388.6142578125,4619906,0.15500664710998535,0.13217434287071228,0.19794437289237976,0.24939391016960144,0.26548072695732117
2013-01-11,389.73431396484375,389.962890625,382.3053588867188,383.9740295410156,4025147,0.19773951172828674,0.18273568153381348,0.23514004051685333,0.2081533968448639,0.17623139917850494
2013-01-14,384.4768981933594,389.962890625,383.56256103515625,387.4713439941406,3530443,0.15881755948066711,0.2163754552602768,0.24859589338302612,0.19222986698150635,0.18398120999336243
2013-01-15,386.831298828125,389.414306640625,383.10540771484375,387.2884826660156,5193923,0.15205751359462738,0.2281177043914795,0.30888599157333374,0.2035224735736847,0.1074163168668747
2013-01-16,386.78558349609375,398.1461791992188,386.78558349609375,393.7802429199219,9775627,0.12068678438663483,0.11214951425790787,0.22793269157409668,0.279220849275589,0.26001015305519104
2013-01-17,394.12310791015625,408.5010070800781,393.04876708984375,406.8780517578125,11058768,0.09396561235189438,0.11011359095573425,0.2192266583442688,0.2583504617214203,0.3183436989784241
2013-01-18,409.1638793945313,412.7983703613281,404.8893737792969,411.5411682128906,11377357,0.15302379429340363,0.1590278595685959,0.24470621347427368,0.2497321367263794,0.1935099959373474
2013-01-21,428.8677673339844,436.5938720703125,419.7015686035156,420.5701904296875,21978673,0.12870930135250092,0.15099306404590607,0.2508133053779602,0.25511935353279114,0.2143649458885193
2013-01-22,420.5930480957031,425.4847412109375,418.55865478515625,420.6159057617188,9332206,0.19490791857242584,0.2416505366563797,0.23161089420318604,0.17774146795272827,0.15408916771411896
2013-01-23,421.5531005859375,424.6161193847656,418.8558044433594,421.9873962402344,5850975,0.05161156877875328,0.08127322793006897,0.21190446615219116,0.35013318061828613,0.30507758259773254
2013-01-24,422.8788757324219,424.410400390625,414.6498718261719,418.55865478515625,6719024,0.08501146733760834,0.10253416001796722,0.23300866782665253,0.2839692234992981,0.29547643661499023
2013-01-25,418.878662109375,419.3815612792969,413.7812805175781,417.0271606445313,7044238,0.13301974534988403,0.14606554806232452,0.2315778285264969,0.2523014545440674,0.23703539371490479
2013-01-28,416.6385498046875,417.4614562988281,409.1638793945313,410.3296508789063,6700490,0.3544434905052185,0.26860201358795166,0.2028597891330719,0.09709782898426056,0.07699684798717499
2013-01-29,409.1638793945313,412.3640441894531,402.3521118164063,403.60931396484375,7719701,0.21088653802871704,0.24933215975761414,0.29166287183761597,0.15707935392856598,0.09103905409574509
2013-01-30,405.7351379394531,413.0040893554688,405.7351379394531,411.1754150390625,8820966,0.09996659308671951,0.10874736309051514,0.2259438931941986,0.3038395345211029,0.26150262355804443
2013-01-31,409.918212890625,410.535400390625,403.7236022949219,405.3465576171875,8366794,0.1612841784954071,0.17518620193004608,0.29101458191871643,0.2211690992116928,0.15134601294994354
2013-02-01,407.4952392578125,411.3582763671875,403.9521789550781,408.7067260742188,4076408,0.27272042632102966,0.20802152156829834,0.16995498538017273,0.16700506210327148,0.1822979748249054
2013-02-04,409.6439208984375,411.9068908691406,404.1807861328125,405.3694152832031,6848522,0.081642746925354,0.10411832481622696,0.22247804701328278,0.2914814054965973,0.3002794682979584
2013-02-05,404.1350708007813,405.003662109375,399.1062316894531,399.9062805175781,4854215,0.12842559814453125,0.16095764935016632,0.2582884430885315,0.2639409303665161,0.1883874237537384
2013-02-06,402.5121154785156,403.6321716308594,398.1004638671875,400.3177185058594,4938254,0.07952163368463516,0.10688825696706772,0.2067064791917801,0.30649542808532715,0.3003882169723511
2013-02-07,398.4661865234375,403.2207336425781,396.98040771484375,399.0605163574219,4271285,0.0,0.0,0.0,0.0,0.0
2013-02-08,397.7118835449219,399.5633850097656,391.7915649414063,394.7860107421875,4792108,0.0,0.0,0.0,0.0,0.0
2013-02-11,395.4489135742188,400.02056884765625,393.4373779296875,397.0032653808594,4164947,0.07932712882757187,0.11426329612731934,0.24520696699619293,0.32427868247032166,0.236923947930336
2013-02-12,397.0946960449219,402.4664001464844,395.5403442382813,400.2262878417969,4864351,0.0650973916053772,0.09676139056682587,0.2409299612045288,0.33335864543914795,0.26385271549224854
2013-02-13,404.1350708007813,405.9637145996094,398.8776550292969,401.8492431640625,5266616,0.06572728604078293,0.0831586942076683,0.16889524459838867,0.27468565106391907,0.4075331687927246
2013-02-14,402.306396484375,403.8836059570313,389.048583984375,391.3572692871094,6142472,0.0,0.0,0.0,0.0,0.0
2013-02-15,390.8315124511719,391.9744262695313,381.3224487304688,386.6712951660156,7195260,0.0729793906211853,0.08882531523704529,0.21133770048618317,0.30940133333206177,0.3174562454223633
2013-02-18,387.6770629882813,390.6943664550781,385.482666015625,387.448486328125,2655035,0.056081853806972504,0.08715826272964478,0.2178478091955185,0.3353276252746582,0.30358439683914185
2013-02-19,388.1342468261719,390.8772277832031,381.3910217285156,387.8599243164063,4838510,0.14355379343032837,0.15972226858139038,0.21269366145133972,0.24017183482646942,0.24385841190814972
2013-02-20,392.2258911132813,401.7806396484375,391.6087036132813,399.92913818359375,7436623,0.1019725427031517,0.13156209886074066,0.2417028248310089,0.2819766104221344,0.24278593063354492
2013-02-21,397.2775573730469,400.8434753417969,390.2600708007813,392.7973327636719,8107265,0.12032031267881393,0.12522266805171967,0.21679817140102386,0.27426040172576904,0.2633984386920929
2013-02-22,392.4773254394531,398.6490478515625,392.2487487792969,394.3517150878906,4862652,0.10585401952266693,0.12103425711393356,0.20637421309947968,0.2967918813228607,0.26994559168815613
2013-02-25,394.9917297363281,395.4260559082031,389.048583984375,390.580078125,4939243,0.057762324810028076,0.07389771193265915,0.15388530492782593,0.28031784296035767,0.4341368079185486
2013-02-26,388.4542541503906,388.4542541503906,374.3049621582031,376.47650146484375,6737457,0.08713634312152863,0.15067020058631897,0.2898685932159424,0.2823522388935089,0.1899726390838623
2013-02-27,379.4480895996094,384.45404052734375,378.1451416015625,380.0423889160156,8854573,0.0,0.0,0.0,0.0,0.0
2013-02-28,382.73968505859375,383.8140258789063,368.3617858886719,372.0648498535156,13833924,0.08693245053291321,0.07858492434024811,0.17643576860427856,0.28785738348960876,0.3701894283294678
2013-03-01,373.0477600097656,374.190673828125,368.24749755859375,370.4876098632813,6953344,0.10418151319026947,0.13352687656879425,0.242892324924469,0.2738087773323059,0.24559055268764496
2013-03-04,369.8018798828125,374.0763854980469,367.9732055664063,371.4933776855469,7474003,0.08263475447893143,0.08928897231817245,0.20602233707904816,0.301426500082016,0.3206274211406708
