Date,Open,High,Low,Close,Volume,feature1,feature2,feature3,feature4,feature5
2013-01-01,290.95001220703125,291.23748779296875,288.1937561035156,288.60626220703125,2959992,0.0,0.0,0.0,0.0,0.0
2013-01-02,289.5249938964844,291.0,287.9375,288.6499938964844,4349944,0.20057621598243713,0.20998038351535797,0.2698526680469513,0.19797007739543915,0.12162066996097565
2013-01-03,289.375,293.60626220703125,288.875,292.23748779296875,10599288,0.08845161646604538,0.06358324736356735,0.13810086250305176,0.19733479619026184,0.5125294923782349
2013-01-04,293.54998779296875,294.3687438964844,291.5,293.6937561035156,8454008,0.16183653473854065,0.16274967789649963,0.19376403093338013,0.22724565863609314,0.25440412759780884
2013-01-07,293.88751220703125,297.48748779296875,291.9437561035156,296.8500061035156,8761624,0.1664721518754959,0.18835484981536865,0.2649778723716736,0.2198268175125122,0.16036830842494965
2013-01-08,295.625,295.9937438964844,290.4375,293.0,12867424,0.1498861461877823,0.17560914158821106,0.2854119539260864,0.2244226038455963,0.1646701544523239
2013-01-09,292.5249938964844,295.2250061035156,290.4125061035156,291.375,6149968,0.17626157402992249,0.1778305321931839,0.23892392218112946,0.22324497997760773,0.18373903632164001
2013-01-10,291.375,292.83123779296875,288.6499938964844,290.2875061035156,10901016,0.24084646999835968,0.23953934013843536,0.2830531597137451,0.1480226367712021,0.08853835612535477
2013-01-11,315.125,340.25,315.125,339.01251220703125,92852568,0.11474204808473587,0.13069933652877808,0.260245680809021,0.2750438451766968,0.21926908195018768
2013-01-14,344.9750061035156,354.6187438964844,344.03125,350.8125,50924760,0.12784093618392944,0.12511926889419556,0.23219114542007446,0.268900990486145,0.24594765901565552
2013-01-15,350.75,351.1812438964844,346.8125,348.3812561035156,20377880,0.1548186093568802,0.16232259571552277,0.2305976301431656,0.23180460929870605,0.2204565852880478
2013-01-16,347.625,348.6000061035156,344.4375,345.9312438964844,11660824,0.14990754425525665,0.15630914270877838,0.2535034716129303,0.2452031821012497,0.195076584815979
2013-01-17,349.0,350.83123779296875,347.3999938964844,349.7437438964844,11767072,0.14168310165405273,0.15670379996299744,0.2733194828033447,0.24580562114715576,0.18248799443244934
2013-01-18,350.625,351.25,347.1812438964844,348.5062561035156,7290592,0.0,0.0,0.0,0.0,0.0
2013-01-21,345.3812561035156,351.32501220703125,345.3812561035156,349.5375061035156,5899560,0.16627158224582672,0.27265071868896484,0.2884277403354645,0.19373278319835663,0.07891715317964554
2013-01-22,349.20001220703125,349.83123779296875,347.125,347.9437561035156,5110280,0.0,0.0,0.0,0.0,0.0
2013-01-23,347.625,349.75,347.625,348.70001220703125,7458712,0.08266538381576538,0.10849102586507797,0.20865018665790558,0.2927452325820923,0.3074481785297394
2013-01-24,351.25,353.5,348.84375,349.7749938964844,11211296,0.0,0.0,0.0,0.0,0.0
2013-01-25,351.25,353.5,348.89373779296875,351.83123779296875,8442536,0.12810751795768738,0.16661867499351501,0.26260611414909363,0.23385831713676453,0.20880940556526184
2013-01-28,351.5,353.45001220703125,350.125,351.33123779296875,6723008,0.0,0.0,0.0,0.0,0.0
2013-01-29,350.75,353.125,348.5687561035156,349.875,6197184,0.0,0.0,0.0,0.0,0.0
2013-01-30,350.59375,350.7437438964844,347.5687561035156,348.83123779296875,6805528,0.15696947276592255,0.22591431438922882,0.3401331305503845,0.19034481048583984,0.08663831651210785
2013-01-31,349.0,350.88751220703125,346.25,348.6875,17480440,0.0,0.0,0.0,0.0,0.0
2013-02-01,348.88751220703125,350.23748779296875,344.0,346.3687438964844,7899648,0.0,0.0,0.0,0.0,0.0
2013-02-04,347.625,348.75,343.125,345.95001220703125,7500016,0.07874322682619095,0.09210798889398575,0.205733522772789,0.3556502163410187,0.2677650451660156
2013-02-05,345.40625,347.79376220703125,343.1937561035156,344.48748779296875,6166112,0.0,0.0,0.0,0.0,0.0
2013-02-06,346.90625,348.5062561035156,344.48126220703125,347.0,9097344,0.0,0.0,0.0,0.0,0.0
2013-02-07,348.25,349.875,347.5062561035156,348.6875,10704472,0.2085142731666565,0.2456272393465042,0.30136775970458984,0.1744900643825531,0.07000064104795456
2013-02-08,347.89373779296875,352.0874938964844,346.53125,348.6812438964844,5482696,0.318475604057312,0.24053043127059937,0.222839817404747,0.14558832347393036,0.07256582379341125
2013-02-11,350.15625,351.8687438964844,348.11248779296875,349.0062561035156,7394792,0.10642518103122711,0.15170200169086456,0.29492294788360596,0.2707092761993408,0.17624063789844513
2013-02-12,346.25,346.76251220703125,342.71875,344.40625,4442392,0.15333108603954315,0.1478596329689026,0.22641517221927643,0.25724777579307556,0.21514631807804108
2013-02-13,344.625,349.64373779296875,343.125,348.6937561035156,6322888,0.089148610830307,0.0973922535777092,0.1943567991256714,0.29809141159057617,0.3210110068321228
2013-02-14,349.29998779296875,353.5,349.29376220703125,351.59375,6894000,0.2062482088804245,0.17715148627758026,0.25730955600738525,0.20833654701709747,0.1509542316198349
2013-02-15,348.75,351.0625,347.0375061035156,348.57501220703125,5194256,0.036128148436546326,0.047661181539297104,0.13447856903076172,0.3355247378349304,0.44620734453201294
2013-02-18,347.875,348.3374938964844,345.375,347.51251220703125,2754784,0.04197720065712929,0.05242862179875374,0.15304988622665405,0.31202906370162964,0.4405152201652527
2013-02-19,347.51251220703125,353.125,345.8812561035156,352.5562438964844,4643344,0.19270317256450653,0.12348266690969467,0.1772489994764328,0.2354421466588974,0.2711230218410492
2013-02-20,353.15625,354.04376220703125,351.0625,352.4312438964844,5545224,0.1392858326435089,0.11513099074363708,0.22124077379703522,0.27499499917030334,0.24934744834899902
2013-02-21,350.20001220703125,352.48748779296875,349.14373779296875,350.9750061035156,5558744,0.15091219544410706,0.11154425144195557,0.18340757489204407,0.274421751499176,0.2797141671180725
2013-02-22,349.8374938964844,356.875,349.63751220703125,355.0687561035156,8703536,0.15428239107131958,0.14078418910503387,0.22016310691833496,0.25007665157318115,0.23469363152980804
2013-02-25,358.75,365.25,358.45001220703125,364.7250061035156,10457648,0.11033159494400024,0.15277355909347534,0.2647968828678131,0.2750321924686432,0.19706577062606812
2013-02-26,364.5,371.1749877929688,364.5,369.9750061035156,12173544,0.07480082660913467,0.08972830325365067,0.21190565824508667,0.31890010833740234,0.30466505885124207
2013-02-27,368.5,368.5,362.7625122070313,363.8187561035156,7029760,0.0,0.0,0.0,0.0,0.0
2013-02-28,364.4125061035156,366.9812622070313,360.6749877929688,363.375,11808104,0.0,0.0,0.0,0.0,0.0
2013-03-01,364.25,370.1749877929688,361.5,364.2250061035156,8414632,0.07832323014736176,0.10084903240203857,0.24121743440628052,0.3105269968509674,0.26908332109451294
